name,Frequency,Intensity
blow,2519.384765625,-12.839099589027324
blow,2530.1513671875,-12.381691893856225
blow,2540.91796875,-4.669736363371594
blow,2551.6845703125,-1.1502547073959837
blow,2562.451171875,-6.257482041830203
blow,2573.2177734375,-4.387124893847107
blow,2583.984375,-4.843333668132723
blow,2594.7509765625,-6.377175536615942
blow,2605.517578125,-7.570694946827282
blow,2616.2841796875,-5.3247684333182965
blow,2627.05078125,-9.582624357394515
blow,2637.8173828125,-7.004643106999158
blow,2648.583984375,-0.9913714896466242
blow,2659.3505859375,-14.14554736741324
blow,2670.1171875,-11.988688307221631
blow,2680.8837890625,-1.2932262077763166
blow,2691.650390625,-3.552596010074457
blow,2702.4169921875,-12.062545125539476
blow,2713.18359375,-10.373915243333446
blow,2723.9501953125,-6.622274786407644
blow,2734.716796875,-2.5232869402711455
blow,2745.4833984375,-2.248748291190862
blow,2756.25,-7.087648485167137
blow,2767.0166015625,-21.46185970016873
blow,2777.783203125,-7.791528324846288
blow,2788.5498046875,-5.765766933899225
